randNumCol,Total Score,Max Points,Status,Submission Time,Lateness (H:M:S),View Count,Submission Count,1: Q1 (15.0 pts),2: Q2 (20.0 pts),3: Q3 (15.0 pts),4: Q4 (5.0 pts)
683714891,55.0,55.0,Graded,2022-11-14 20:04:26 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,5.0
896804871,,55.0,Missing,,,,,,,,
450938085,55.0,55.0,Graded,2022-11-01 13:53:49 -0500,00:00:00,2.0,1.0,15.0,20.0,15.0,5.0
791013869,51.0,55.0,Graded,2022-11-17 22:57:17 -0600,00:00:00,2.0,1.0,15.0,20.0,11.0,5.0
431330025,,55.0,Missing,,,,,,,,
538294395,55.0,55.0,Graded,2022-11-17 22:01:18 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
144202762,55.0,55.0,Graded,2022-11-17 22:14:12 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
513504661,,55.0,Missing,,,,,,,,
519550803,,55.0,Missing,,,,,,,,
912552579,,55.0,Missing,,,,,,,,
482212493,,55.0,Missing,,,,,,,,
647038181,,55.0,Missing,,,,,,,,
846403629,,55.0,Missing,,,,,,,,
586062294,,55.0,Missing,,,,,,,,
884195403,,55.0,Missing,,,,,,,,
996805395,,55.0,Missing,,,,,,,,
512473607,,55.0,Missing,,,,,,,,
981630158,,55.0,Missing,,,,,,,,
425298232,50.0,55.0,Graded,2022-11-17 22:52:26 -0600,00:00:00,3.0,1.0,15.0,20.0,15.0,0.0
868686594,50.0,55.0,Graded,2022-11-16 14:56:32 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,0.0
891283532,,55.0,Missing,,,,,,,,
757443096,,55.0,Missing,,,,,,,,
915625252,,55.0,Missing,,,,,,,,
887196036,50.0,55.0,Graded,2022-11-17 23:38:43 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
853643793,50.0,55.0,Graded,2022-11-07 09:21:43 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,0.0
367453952,52.0,55.0,Graded,2022-11-16 20:38:48 -0600,00:00:00,2.0,2.0,15.0,17.0,15.0,5.0
581792455,50.0,55.0,Graded,2022-11-17 23:46:12 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,0.0
102509560,55.0,55.0,Graded,2022-11-14 18:27:46 -0600,00:00:00,1.0,2.0,15.0,20.0,15.0,5.0
604704694,32.0,55.0,Graded,2022-11-17 23:49:48 -0600,00:00:00,0.0,1.0,15.0,17.0,0.0,0.0
860075746,,55.0,Missing,,,,,,,,
351876097,50.0,55.0,Graded,2022-11-17 23:58:04 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,0.0
196938750,0.0,55.0,Graded,2022-11-14 10:21:55 -0600,00:00:00,1.0,1.0,0.0,0.0,0.0,0.0
208887130,50.0,55.0,Graded,2022-11-17 23:58:40 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,0.0
304646933,,55.0,Missing,,,,,,,,
718604469,,55.0,Missing,,,,,,,,
722247081,,55.0,Missing,,,,,,,,
817205605,55.0,55.0,Graded,2022-11-14 22:39:54 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
611518158,,55.0,Missing,,,,,,,,
177697048,55.0,55.0,Graded,2022-11-17 22:01:26 -0600,00:00:00,1.0,2.0,15.0,20.0,15.0,5.0
260646050,,55.0,Missing,,,,,,,,
616967158,55.0,55.0,Graded,2022-11-15 17:42:06 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
315653647,,55.0,Missing,,,,,,,,
358296522,50.0,55.0,Graded,2022-11-17 21:27:28 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,0.0
196389138,,55.0,Missing,,,,,,,,
677646110,45.0,55.0,Graded,2022-11-17 23:09:46 -0600,00:00:00,0.0,1.0,15.0,17.0,13.0,0.0
739727903,,55.0,Missing,,,,,,,,
239830252,,55.0,Missing,,,,,,,,
236845553,53.0,55.0,Graded,2022-11-17 20:38:12 -0600,00:00:00,3.0,1.0,15.0,20.0,15.0,3.0
819905544,20.0,55.0,Graded,2022-11-17 12:08:18 -0600,00:00:00,0.0,1.0,0.0,20.0,0.0,0.0
718982500,55.0,55.0,Graded,2022-11-12 13:14:45 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
393009742,35.0,55.0,Graded,2022-11-17 23:17:47 -0600,00:00:00,1.0,1.0,15.0,20.0,0.0,0.0
695607399,,55.0,Missing,,,,,,,,
426006334,55.0,55.0,Graded,2022-11-17 18:13:15 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
815373712,,55.0,Missing,,,,,,,,
757899821,55.0,55.0,Graded,2022-11-17 23:32:26 -0600,00:00:00,3.0,2.0,15.0,20.0,15.0,5.0
321265210,50.0,55.0,Graded,2022-11-17 19:59:47 -0600,00:00:00,5.0,2.0,15.0,20.0,15.0,0.0
997288135,55.0,55.0,Graded,2022-11-17 21:07:00 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
362394432,,55.0,Missing,,,,,,,,
883116166,,55.0,Missing,,,,,,,,
293581171,,55.0,Missing,,,,,,,,
381118522,55.0,55.0,Graded,2022-11-17 19:16:22 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
317104199,46.0,55.0,Graded,2022-11-17 18:32:01 -0600,00:00:00,1.0,1.0,15.0,20.0,11.0,0.0
466291288,,55.0,Missing,,,,,,,,
844164199,55.0,55.0,Graded,2022-11-17 23:15:40 -0600,00:00:00,6.0,2.0,15.0,20.0,15.0,5.0
578891403,,55.0,Missing,,,,,,,,
558375823,50.0,55.0,Graded,2022-11-14 03:23:49 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,0.0
287568073,55.0,55.0,Graded,2022-11-16 16:21:03 -0600,00:00:00,2.0,2.0,15.0,20.0,15.0,5.0
709735325,,55.0,Missing,,,,,,,,
287712537,48.0,55.0,Graded,2022-11-06 10:34:10 -0600,00:00:00,5.0,1.0,15.0,20.0,13.0,0.0
496648192,55.0,55.0,Graded,2022-11-09 13:48:25 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,5.0
139056282,,55.0,Missing,,,,,,,,
411819068,50.0,55.0,Graded,2022-11-17 22:51:55 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
968248176,,55.0,Missing,,,,,,,,
744337479,,55.0,Missing,,,,,,,,
105324844,55.0,55.0,Graded,2022-11-16 21:08:31 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
608215287,,55.0,Missing,,,,,,,,
484405746,55.0,55.0,Graded,2022-11-17 19:38:52 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
943661848,,55.0,Missing,,,,,,,,
907286841,,55.0,Missing,,,,,,,,
359759230,50.0,55.0,Graded,2022-11-17 22:53:13 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
442821320,55.0,55.0,Graded,2022-11-17 22:58:30 -0600,00:00:00,1.0,4.0,15.0,20.0,15.0,5.0
963746914,,55.0,Missing,,,,,,,,
410273349,55.0,55.0,Graded,2022-11-15 17:57:02 -0600,00:00:00,3.0,2.0,15.0,20.0,15.0,5.0
928986287,,55.0,Missing,,,,,,,,
411913399,,55.0,Missing,,,,,,,,
717283131,,55.0,Missing,,,,,,,,
889941393,,55.0,Missing,,,,,,,,
788596770,30.0,55.0,Graded,2022-11-16 19:39:13 -0600,00:00:00,12.0,1.0,15.0,0.0,15.0,0.0
941280573,,55.0,Missing,,,,,,,,
250884994,52.0,55.0,Graded,2022-11-17 23:21:03 -0600,00:00:00,1.0,2.0,15.0,17.0,15.0,5.0
719711907,55.0,55.0,Graded,2022-11-17 22:18:09 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
118397071,55.0,55.0,Graded,2022-11-17 22:19:02 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
888606400,50.0,55.0,Graded,2022-11-15 18:05:22 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,0.0
193781663,51.0,55.0,Graded,2022-11-17 20:28:38 -0600,00:00:00,1.0,1.0,15.0,20.0,11.0,5.0
236595923,55.0,55.0,Graded,2022-11-17 23:06:46 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
464591232,,55.0,Missing,,,,,,,,
937801142,,55.0,Missing,,,,,,,,
718131231,,55.0,Missing,,,,,,,,
207156324,,55.0,Missing,,,,,,,,
138190992,,55.0,Missing,,,,,,,,
188148399,55.0,55.0,Graded,2022-11-16 13:25:54 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
258815820,,55.0,Missing,,,,,,,,
177969362,,55.0,Missing,,,,,,,,
200495348,55.0,55.0,Graded,2022-11-17 21:21:44 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
228387210,,55.0,Missing,,,,,,,,
177538742,,55.0,Missing,,,,,,,,
251182625,43.0,55.0,Graded,2022-11-14 21:06:12 -0600,00:00:00,1.0,3.0,10.0,20.0,8.0,5.0
897003650,,55.0,Missing,,,,,,,,
851445222,55.0,55.0,Graded,2022-11-17 19:55:15 -0600,00:00:00,4.0,1.0,15.0,20.0,15.0,5.0
980531633,,55.0,Missing,,,,,,,,
857674188,50.0,55.0,Graded,2022-11-17 23:13:27 -0600,00:00:00,0.0,2.0,15.0,20.0,15.0,0.0
636016277,50.0,55.0,Graded,2022-11-16 20:11:55 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
277755079,,55.0,Missing,,,,,,,,
754161398,55.0,55.0,Graded,2022-11-14 14:39:03 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
488411601,35.0,55.0,Graded,2022-11-17 23:12:23 -0600,00:00:00,1.0,1.0,15.0,20.0,0.0,0.0
722597200,50.0,55.0,Graded,2022-11-17 22:05:14 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
149156269,,55.0,Missing,,,,,,,,
147623686,50.0,55.0,Graded,2022-11-17 22:38:21 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,0.0
549089373,,55.0,Missing,,,,,,,,
706103987,,55.0,Missing,,,,,,,,
974175861,,55.0,Missing,,,,,,,,
341083491,10.0,55.0,Graded,2022-11-03 19:38:15 -0500,00:00:00,2.0,1.0,0.0,10.0,0.0,0.0
564894421,,55.0,Missing,,,,,,,,
183274315,,55.0,Missing,,,,,,,,
496833752,,55.0,Missing,,,,,,,,
881416106,55.0,55.0,Graded,2022-11-17 23:55:58 -0600,00:00:00,3.0,1.0,15.0,20.0,15.0,5.0
881416106,,55.0,Missing,,,,,,,,
781669299,55.0,55.0,Graded,2022-11-17 23:55:58 -0600,00:00:00,3.0,1.0,15.0,20.0,15.0,5.0
781669299,,55.0,Missing,,,,,,,,
119077366,,55.0,Missing,,,,,,,,
834807552,,55.0,Missing,,,,,,,,
307090791,,55.0,Missing,,,,,,,,
540669649,55.0,55.0,Graded,2022-11-17 12:05:44 -0600,00:00:00,2.0,2.0,15.0,20.0,15.0,5.0
994769592,0.0,55.0,Graded,2022-11-17 21:44:24 -0600,00:00:00,1.0,1.0,0.0,0.0,0.0,0.0
936606317,51.0,55.0,Graded,2022-11-17 23:48:06 -0600,00:00:00,2.0,1.0,15.0,20.0,11.0,5.0
535181971,55.0,55.0,Graded,2022-11-13 21:08:19 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
265576960,,55.0,Missing,,,,,,,,
706684758,55.0,55.0,Graded,2022-11-17 23:15:40 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
262076393,,55.0,Missing,,,,,,,,
529096059,,55.0,Missing,,,,,,,,
831110918,55.0,55.0,Graded,2022-11-17 21:37:29 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,5.0
499452888,50.0,55.0,Graded,2022-11-13 19:21:56 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,0.0
305089579,,55.0,Missing,,,,,,,,
800103092,50.0,55.0,Graded,2022-11-14 17:47:16 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,0.0
730386537,,55.0,Missing,,,,,,,,
226714695,,55.0,Missing,,,,,,,,
382807776,,55.0,Missing,,,,,,,,
538095794,,55.0,Missing,,,,,,,,
220662901,,55.0,Missing,,,,,,,,
391282183,50.0,55.0,Graded,2022-11-16 11:33:44 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,0.0
761663525,,55.0,Missing,,,,,,,,
253357219,35.0,55.0,Graded,2022-11-17 23:55:07 -0600,00:00:00,1.0,1.0,15.0,20.0,0.0,0.0
158082447,0.0,55.0,Graded,2022-11-17 21:05:48 -0600,00:00:00,1.0,1.0,0.0,0.0,0.0,0.0
654272102,48.0,55.0,Graded,2022-11-13 15:28:24 -0600,00:00:00,1.0,1.0,15.0,17.0,11.0,5.0
242433745,,55.0,Missing,,,,,,,,
748668207,,55.0,Missing,,,,,,,,
416498814,50.0,55.0,Graded,2022-11-17 22:55:35 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,0.0
714416096,55.0,55.0,Graded,2022-11-17 17:23:43 -0600,00:00:00,4.0,1.0,15.0,20.0,15.0,5.0
803783009,,55.0,Missing,,,,,,,,
422591545,55.0,55.0,Graded,2022-11-17 22:13:05 -0600,00:00:00,10.0,1.0,15.0,20.0,15.0,5.0
454761787,,55.0,Missing,,,,,,,,
979704902,50.0,55.0,Graded,2022-11-17 18:59:42 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,0.0
526557461,50.0,55.0,Graded,2022-11-17 23:04:46 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
599867770,55.0,55.0,Graded,2022-11-16 04:33:06 -0600,00:00:00,0.0,2.0,15.0,20.0,15.0,5.0
918749665,,55.0,Missing,,,,,,,,
959883566,,55.0,Missing,,,,,,,,
597567139,,55.0,Missing,,,,,,,,
103516833,,55.0,Missing,,,,,,,,
992611871,,55.0,Missing,,,,,,,,
583945776,,55.0,Missing,,,,,,,,
468351365,,55.0,Missing,,,,,,,,
171128713,,55.0,Missing,,,,,,,,
829757696,55.0,55.0,Graded,2022-11-17 13:52:03 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
828110959,,55.0,Missing,,,,,,,,
818120983,,55.0,Missing,,,,,,,,
122086878,55.0,55.0,Graded,2022-11-16 14:15:57 -0600,00:00:00,3.0,1.0,15.0,20.0,15.0,5.0
992179622,,55.0,Missing,,,,,,,,
580872504,,55.0,Missing,,,,,,,,
340015460,,55.0,Missing,,,,,,,,
315771604,,55.0,Missing,,,,,,,,
287997147,,55.0,Missing,,,,,,,,
174700007,,55.0,Missing,,,,,,,,
934612942,53.75,55.0,Graded,2022-11-13 12:55:57 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,3.75
237280992,,55.0,Missing,,,,,,,,
587634781,55.0,55.0,Graded,2022-11-15 21:48:18 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
734458226,,55.0,Missing,,,,,,,,
286960191,,55.0,Missing,,,,,,,,
807600492,46.0,55.0,Graded,2022-11-17 20:54:59 -0600,00:00:00,1.0,1.0,15.0,20.0,11.0,0.0
915813150,50.0,55.0,Graded,2022-11-11 17:28:50 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
268592192,,55.0,Missing,,,,,,,,
944383529,55.0,55.0,Graded,2022-11-15 16:06:14 -0600,00:00:00,2.0,2.0,15.0,20.0,15.0,5.0
114562364,,55.0,Missing,,,,,,,,
995177563,50.0,55.0,Graded,2022-11-17 20:29:02 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
827900608,,55.0,Missing,,,,,,,,
328478800,,55.0,Missing,,,,,,,,
606523192,,55.0,Missing,,,,,,,,
909619050,50.0,55.0,Graded,2022-11-17 23:59:16 -0600,00:00:16,0.0,1.0,15.0,20.0,15.0,0.0
148568617,,55.0,Missing,,,,,,,,
654614175,55.0,55.0,Graded,2022-11-17 22:49:34 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
829664514,45.0,55.0,Graded,2022-11-17 23:14:33 -0600,00:00:00,0.0,1.0,10.0,20.0,15.0,0.0
803321204,,55.0,Missing,,,,,,,,
287532404,,55.0,Missing,,,,,,,,
604876819,,55.0,Missing,,,,,,,,
251388393,55.0,55.0,Graded,2022-11-17 18:05:38 -0600,00:00:00,2.0,2.0,15.0,20.0,15.0,5.0
549851463,50.0,55.0,Graded,2022-11-16 16:48:59 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,0.0
465269876,,55.0,Missing,,,,,,,,
802011554,53.0,55.0,Graded,2022-11-17 19:22:04 -0600,00:00:00,10.0,3.0,15.0,20.0,13.0,5.0
635747278,,55.0,Missing,,,,,,,,
827611327,,55.0,Missing,,,,,,,,
981101538,,55.0,Missing,,,,,,,,
987928730,,55.0,Missing,,,,,,,,
200028206,55.0,55.0,Graded,2022-11-12 15:31:33 -0600,00:00:00,3.0,1.0,15.0,20.0,15.0,5.0
367317839,,55.0,Missing,,,,,,,,
724100099,,55.0,Missing,,,,,,,,
155851248,,55.0,Missing,,,,,,,,
320001219,,55.0,Missing,,,,,,,,
806095004,55.0,55.0,Graded,2022-11-17 18:38:07 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
794981163,55.0,55.0,Graded,2022-11-14 21:26:09 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
912932855,47.0,55.0,Graded,2022-11-15 19:52:25 -0600,00:00:00,1.0,1.0,15.0,17.0,15.0,0.0
500762519,50.0,55.0,Graded,2022-11-17 23:59:28 -0600,00:00:28,1.0,1.0,15.0,20.0,15.0,0.0
973763888,,55.0,Missing,,,,,,,,
170991668,50.0,55.0,Graded,2022-11-17 15:52:57 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
259154711,,55.0,Missing,,,,,,,,
853027552,,55.0,Missing,,,,,,,,
612832753,,55.0,Missing,,,,,,,,
113289517,,55.0,Missing,,,,,,,,
823906653,,55.0,Missing,,,,,,,,
543773582,55.0,55.0,Graded,2022-11-17 23:26:34 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,5.0
624396569,50.0,55.0,Graded,2022-11-16 18:26:08 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,0.0
498220528,,55.0,Missing,,,,,,,,
507273770,,55.0,Missing,,,,,,,,
582804068,55.0,55.0,Graded,2022-11-17 23:06:16 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
241288793,,55.0,Missing,,,,,,,,
977027424,,55.0,Missing,,,,,,,,
799911481,47.0,55.0,Graded,2022-11-17 23:24:53 -0600,00:00:00,1.0,1.0,15.0,17.0,15.0,0.0
820492858,,55.0,Missing,,,,,,,,
567174326,47.0,55.0,Graded,2022-11-17 21:42:30 -0600,00:00:00,1.0,1.0,15.0,17.0,15.0,0.0
827903731,55.0,55.0,Graded,2022-11-14 17:12:17 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,5.0
766195530,55.0,55.0,Graded,2022-11-17 22:29:37 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
760982848,50.0,55.0,Graded,2022-11-17 17:11:11 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
175804971,,55.0,Missing,,,,,,,,
450838843,,55.0,Missing,,,,,,,,
228504431,,55.0,Missing,,,,,,,,
172025158,,55.0,Missing,,,,,,,,
617072763,47.0,55.0,Graded,2022-11-17 23:40:21 -0600,00:00:00,1.0,1.0,15.0,17.0,15.0,0.0
205298298,50.0,55.0,Graded,2022-11-17 14:22:05 -0600,00:00:00,2.0,3.0,15.0,20.0,15.0,0.0
271322090,,55.0,Missing,,,,,,,,
874987678,55.0,55.0,Graded,2022-11-17 14:26:25 -0600,00:00:00,0.0,2.0,15.0,20.0,15.0,5.0
344244488,55.0,55.0,Graded,2022-11-17 17:52:54 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
596322861,50.0,55.0,Graded,2022-11-17 23:46:42 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
844072779,51.0,55.0,Graded,2022-11-17 01:57:00 -0600,00:00:00,0.0,2.0,15.0,20.0,11.0,5.0
789354791,50.0,55.0,Graded,2022-11-17 13:09:45 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
712401694,15.0,55.0,Graded,2022-11-17 23:55:27 -0600,00:00:00,2.0,1.0,15.0,0.0,0.0,0.0
469327354,55.0,55.0,Graded,2022-11-17 23:24:06 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
224722605,,55.0,Missing,,,,,,,,
975894419,55.0,55.0,Graded,2022-11-17 23:36:14 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
347004012,,55.0,Missing,,,,,,,,
202503529,50.0,55.0,Graded,2022-11-17 22:37:35 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,0.0
109676668,,55.0,Missing,,,,,,,,
612288045,50.0,55.0,Graded,2022-11-17 22:04:03 -0600,00:00:00,2.0,1.0,15.0,20.0,15.0,0.0
592063653,,55.0,Missing,,,,,,,,
703728651,55.0,55.0,Graded,2022-11-16 23:50:37 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,5.0
451874760,,55.0,Missing,,,,,,,,
646355412,55.0,55.0,Graded,2022-11-17 23:54:22 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
230651161,,55.0,Missing,,,,,,,,
754375823,,55.0,Missing,,,,,,,,
812260068,50.0,55.0,Graded,2022-11-17 21:39:57 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,0.0
951481595,55.0,55.0,Graded,2022-11-17 11:56:42 -0600,00:00:00,0.0,2.0,15.0,20.0,15.0,5.0
921076154,,55.0,Missing,,,,,,,,
449241542,,55.0,Missing,,,,,,,,
613579952,,55.0,Missing,,,,,,,,
795533292,,55.0,Missing,,,,,,,,
961061035,52.0,55.0,Graded,2022-11-16 18:45:49 -0600,00:00:00,1.0,3.0,15.0,20.0,12.0,5.0
524269695,,55.0,Missing,,,,,,,,
233084695,,55.0,Missing,,,,,,,,
618644141,,55.0,Missing,,,,,,,,
927131401,,55.0,Missing,,,,,,,,
512795474,,55.0,Missing,,,,,,,,
331964985,,55.0,Missing,,,,,,,,
855495962,,55.0,Missing,,,,,,,,
998650703,50.0,55.0,Graded,2022-11-17 22:49:46 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
856742706,,55.0,Missing,,,,,,,,
779856123,51.0,55.0,Graded,2022-11-17 23:45:41 -0600,00:00:00,1.0,3.0,15.0,20.0,11.0,5.0
448105180,51.0,55.0,Graded,2022-11-14 23:54:32 -0600,00:00:00,0.0,1.0,15.0,20.0,11.0,5.0
152653717,,55.0,Missing,,,,,,,,
869335817,55.0,55.0,Graded,2022-11-17 23:26:21 -0600,00:00:00,0.0,2.0,15.0,20.0,15.0,5.0
357395409,,55.0,Missing,,,,,,,,
663677168,,55.0,Missing,,,,,,,,
612588975,50.0,55.0,Graded,2022-11-14 15:53:37 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
236439197,,55.0,Missing,,,,,,,,
194767716,,55.0,Missing,,,,,,,,
413697324,55.0,55.0,Graded,2022-11-17 17:15:39 -0600,00:00:00,2.0,2.0,15.0,20.0,15.0,5.0
295082527,50.0,55.0,Graded,2022-11-17 15:56:45 -0600,00:00:00,0.0,1.0,15.0,20.0,15.0,0.0
820436799,50.0,55.0,Graded,2022-12-03 12:02:26 -0600,372:03:26,1.0,1.0,15.0,20.0,15.0,0.0
818032069,55.0,55.0,Graded,2022-11-17 23:48:16 -0600,00:00:00,1.0,1.0,15.0,20.0,15.0,5.0
140341082,,55.0,Missing,,,,,,,,
959944273,,55.0,Missing,,,,,,,,
737209238,,55.0,Missing,,,,,,,,
789619419,,55.0,Missing,,,,,,,,
409608341,,55.0,Missing,,,,,,,,
